Drug1,Drug2,Cell line,ZIP,classification
SCHEMBL14184849,ridaforolimus,HT29_LARGE_INTESTINE,-8.86,antagonism
SCHEMBL14184849,Y0217,HT29_LARGE_INTESTINE,5.71,synergy
SCHEMBL14184849,CHEMBL196215,HT29_LARGE_INTESTINE,13.62,synergy
SCHEMBL14184849,CHEMBL196215,HT29_LARGE_INTESTINE,9.33,synergy
niraparib,veliparib,HT29_LARGE_INTESTINE,7.52,synergy
niraparib,veliparib,HT29_LARGE_INTESTINE,12.67,synergy
niraparib,NVP-BEZ235,HT29_LARGE_INTESTINE,12.08,synergy
niraparib,NVP-BEZ235,HT29_LARGE_INTESTINE,7.92,synergy
niraparib,NVP-BEZ235,HT29_LARGE_INTESTINE,13.02,synergy
niraparib,MK-2206 dihydrochloride,HT29_LARGE_INTESTINE,7.62,synergy
niraparib,MK-2206 dihydrochloride,HT29_LARGE_INTESTINE,11.34,synergy
niraparib,MK-2206 dihydrochloride,HT29_LARGE_INTESTINE,17.08,synergy
niraparib,MK-2206 dihydrochloride,HT29_LARGE_INTESTINE,7.29,synergy
niraparib,ridaforolimus,HT29_LARGE_INTESTINE,13.24,synergy
niraparib,ridaforolimus,HT29_LARGE_INTESTINE,17.85,synergy
niraparib,ridaforolimus,HT29_LARGE_INTESTINE,8.11,synergy
niraparib,Y0217,HT29_LARGE_INTESTINE,6.29,synergy
niraparib,Y0217,HT29_LARGE_INTESTINE,-5.77,antagonism
niraparib,Y0217,HT29_LARGE_INTESTINE,7.77,synergy
niraparib,Y0217,HT29_LARGE_INTESTINE,10.54,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,8.14,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,8.95,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,11.65,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,16.04,synergy
MK-5108,NVP-BEZ235,HT29_LARGE_INTESTINE,8.21,synergy
MK-5108,NVP-BEZ235,HT29_LARGE_INTESTINE,8.08,synergy
MK-5108,NVP-BEZ235,HT29_LARGE_INTESTINE,7.73,synergy
MK-5108,NVP-BEZ235,HT29_LARGE_INTESTINE,7.78,synergy
MK-5108,niraparib,HT29_LARGE_INTESTINE,12.12,synergy
MK-5108,niraparib,HT29_LARGE_INTESTINE,10.24,synergy
MK-5108,Y0217,HT29_LARGE_INTESTINE,-7.45,antagonism
MK-5108,Y0217,HT29_LARGE_INTESTINE,-8.68,antagonism
MK-5108,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,5.05,synergy
ridaforolimus,NVP-BEZ235,HT29_LARGE_INTESTINE,9.81,synergy
ridaforolimus,NVP-BEZ235,HT29_LARGE_INTESTINE,12.52,synergy
ridaforolimus,NVP-BEZ235,HT29_LARGE_INTESTINE,13.18,synergy
ridaforolimus,NVP-BEZ235,HT29_LARGE_INTESTINE,9.07,synergy
ridaforolimus,Y0217,HT29_LARGE_INTESTINE,6.94,synergy
ridaforolimus,Y0217,HT29_LARGE_INTESTINE,8.19,synergy
CHEMBL196215,5-fluorouracil,HT29_LARGE_INTESTINE,5.94,synergy
CHEMBL196215,5-fluorouracil,HT29_LARGE_INTESTINE,5.08,synergy
CHEMBL196215,5-fluorouracil,HT29_LARGE_INTESTINE,9.68,synergy
CHEMBL196215,veliparib,HT29_LARGE_INTESTINE,8.33,synergy
CHEMBL196215,veliparib,HT29_LARGE_INTESTINE,6.43,synergy
CHEMBL196215,MK-1775,HT29_LARGE_INTESTINE,11.82,synergy
CHEMBL196215,MK-1775,HT29_LARGE_INTESTINE,9.28,synergy
CHEMBL196215,NVP-BEZ235,HT29_LARGE_INTESTINE,8.11,synergy
CHEMBL196215,NVP-BEZ235,HT29_LARGE_INTESTINE,6.29,synergy
CHEMBL196215,NVP-BEZ235,HT29_LARGE_INTESTINE,9.47,synergy
CHEMBL196215,NVP-BEZ235,HT29_LARGE_INTESTINE,8.25,synergy
CHEMBL196215,L-778123,HT29_LARGE_INTESTINE,5.13,synergy
CHEMBL196215,L-778123,HT29_LARGE_INTESTINE,5.43,synergy
CHEMBL196215,L-778123,HT29_LARGE_INTESTINE,9.27,synergy
CHEMBL196215,L-778123,HT29_LARGE_INTESTINE,8.57,synergy
CHEMBL196215,MK-2206 dihydrochloride,HT29_LARGE_INTESTINE,9.15,synergy
CHEMBL196215,MK-2206 dihydrochloride,HT29_LARGE_INTESTINE,9.75,synergy
CHEMBL196215,MK-2206 dihydrochloride,HT29_LARGE_INTESTINE,10.26,synergy
CHEMBL196215,MK-2206 dihydrochloride,HT29_LARGE_INTESTINE,6.15,synergy
CHEMBL196215,niraparib,HT29_LARGE_INTESTINE,10.61,synergy
CHEMBL196215,niraparib,HT29_LARGE_INTESTINE,16.3,synergy
CHEMBL196215,niraparib,HT29_LARGE_INTESTINE,14.57,synergy
CHEMBL196215,niraparib,HT29_LARGE_INTESTINE,9.75,synergy
CHEMBL196215,ridaforolimus,HT29_LARGE_INTESTINE,7.73,synergy
CHEMBL196215,ridaforolimus,HT29_LARGE_INTESTINE,5.52,synergy
CHEMBL196215,Y0217,HT29_LARGE_INTESTINE,6.47,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,5.5,synergy
PD 0325901,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,-5.17,antagonism
7-ethyl-10-hydroxycamptothecin,Y0217,HT29_LARGE_INTESTINE,5.34,synergy
5-fluorouracil,veliparib,KPL1_BREAST,-6.12,antagonism
5-fluorouracil,veliparib,KPL1_BREAST,-11.11,antagonism
5-fluorouracil,veliparib,KPL1_BREAST,-8.84,antagonism
5-fluorouracil,MK-1775,KPL1_BREAST,-5.83,antagonism
5-fluorouracil,MK-1775,KPL1_BREAST,-8.9,antagonism
5-fluorouracil,MK-1775,KPL1_BREAST,-7.93,antagonism
5-fluorouracil,L-778123,KPL1_BREAST,-11.74,antagonism
5-fluorouracil,L-778123,KPL1_BREAST,-10.24,antagonism
5-fluorouracil,L-778123,KPL1_BREAST,-10.68,antagonism
5-fluorouracil,MK-2206 dihydrochloride,KPL1_BREAST,-5.3,antagonism
5-fluorouracil,niraparib,KPL1_BREAST,-11.48,antagonism
5-fluorouracil,niraparib,KPL1_BREAST,-9.49,antagonism
5-fluorouracil,niraparib,KPL1_BREAST,-12.12,antagonism
5-fluorouracil,niraparib,KPL1_BREAST,-13.03,antagonism
5-fluorouracil,MK-5108,KPL1_BREAST,-11,antagonism
5-fluorouracil,MK-5108,KPL1_BREAST,-14.34,antagonism
5-fluorouracil,MK-5108,KPL1_BREAST,-10.65,antagonism
5-fluorouracil,ridaforolimus,KPL1_BREAST,-7.27,antagonism
5-fluorouracil,ridaforolimus,KPL1_BREAST,-6.36,antagonism
5-fluorouracil,Y0217,KPL1_BREAST,-15.08,antagonism
5-fluorouracil,Y0217,KPL1_BREAST,-11.57,antagonism
5-fluorouracil,Y0217,KPL1_BREAST,-14.15,antagonism
5-fluorouracil,Y0217,KPL1_BREAST,-9.9,antagonism
5-fluorouracil,PD 0325901,KPL1_BREAST,-9.86,antagonism
5-fluorouracil,PD 0325901,KPL1_BREAST,-9.69,antagonism
5-fluorouracil,PD 0325901,KPL1_BREAST,-5.37,antagonism
5-fluorouracil,PD 0325901,KPL1_BREAST,-10.29,antagonism
veliparib,NVP-BEZ235,KPL1_BREAST,8.15,synergy
veliparib,NVP-BEZ235,KPL1_BREAST,7.75,synergy
veliparib,ridaforolimus,KPL1_BREAST,11.58,synergy
veliparib,ridaforolimus,KPL1_BREAST,5.91,synergy
veliparib,ridaforolimus,KPL1_BREAST,13.36,synergy
veliparib,Y0217,KPL1_BREAST,-8.04,antagonism
veliparib,Y0217,KPL1_BREAST,-10.83,antagonism
veliparib,Y0217,KPL1_BREAST,-10.85,antagonism
veliparib,Y0217,KPL1_BREAST,-9.26,antagonism
veliparib,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-8.17,antagonism
veliparib,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-7.63,antagonism
veliparib,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-6.96,antagonism
MK-1775,veliparib,KPL1_BREAST,-6.31,antagonism
MK-1775,NVP-BEZ235,KPL1_BREAST,6.81,synergy
MK-1775,MK-2206 dihydrochloride,KPL1_BREAST,5.64,synergy
MK-1775,MK-2206 dihydrochloride,KPL1_BREAST,8.61,synergy
MK-1775,MK-2206 dihydrochloride,KPL1_BREAST,5.35,synergy
MK-1775,niraparib,KPL1_BREAST,-6.3,antagonism
MK-1775,niraparib,KPL1_BREAST,-11.14,antagonism
MK-1775,niraparib,KPL1_BREAST,-11.58,antagonism
MK-1775,niraparib,KPL1_BREAST,5.06,synergy
MK-1775,ridaforolimus,KPL1_BREAST,11.38,synergy
MK-1775,ridaforolimus,KPL1_BREAST,9.33,synergy
MK-1775,ridaforolimus,KPL1_BREAST,13.15,synergy
MK-1775,ridaforolimus,KPL1_BREAST,9.9,synergy
MK-1775,Y0217,KPL1_BREAST,5.92,synergy
MK-1775,Y0217,KPL1_BREAST,8.05,synergy
NVP-BEZ235,Y0217,KPL1_BREAST,-6.61,antagonism
NVP-BEZ235,Y0217,KPL1_BREAST,-8.79,antagonism
NVP-BEZ235,Y0217,KPL1_BREAST,-6.04,antagonism
NVP-BEZ235,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,6.34,synergy
L-778123,veliparib,KPL1_BREAST,-6.45,antagonism
L-778123,MK-1775,KPL1_BREAST,-6.38,antagonism
L-778123,MK-1775,KPL1_BREAST,-6.63,antagonism
L-778123,niraparib,KPL1_BREAST,-13.7,antagonism
L-778123,niraparib,KPL1_BREAST,-11.14,antagonism
L-778123,niraparib,KPL1_BREAST,-12.31,antagonism
L-778123,niraparib,KPL1_BREAST,-9.88,antagonism
L-778123,MK-5108,KPL1_BREAST,-12.23,antagonism
L-778123,MK-5108,KPL1_BREAST,-10.03,antagonism
L-778123,MK-5108,KPL1_BREAST,-11.89,antagonism
L-778123,MK-5108,KPL1_BREAST,-11.36,antagonism
L-778123,ridaforolimus,KPL1_BREAST,8.58,synergy
L-778123,ridaforolimus,KPL1_BREAST,6.06,synergy
L-778123,ridaforolimus,KPL1_BREAST,8.75,synergy
L-778123,Y0217,KPL1_BREAST,-10.97,antagonism
L-778123,Y0217,KPL1_BREAST,-14.19,antagonism
L-778123,Y0217,KPL1_BREAST,-11.44,antagonism
L-778123,Y0217,KPL1_BREAST,-13.88,antagonism
L-778123,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-7.87,antagonism
L-778123,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-8.28,antagonism
L-778123,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-5.26,antagonism
L-778123,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-11.12,antagonism
MK-2206 dihydrochloride,veliparib,KPL1_BREAST,7.59,synergy
MK-2206 dihydrochloride,veliparib,KPL1_BREAST,5.89,synergy
MK-2206 dihydrochloride,ridaforolimus,KPL1_BREAST,13.54,synergy
MK-2206 dihydrochloride,ridaforolimus,KPL1_BREAST,13.94,synergy
MK-2206 dihydrochloride,ridaforolimus,KPL1_BREAST,12.07,synergy
MK-2206 dihydrochloride,ridaforolimus,KPL1_BREAST,13.82,synergy
MK-2206 dihydrochloride,PD 0325901,KPL1_BREAST,8.51,synergy
MK-2206 dihydrochloride,PD 0325901,KPL1_BREAST,10.34,synergy
MK-2206 dihydrochloride,PD 0325901,KPL1_BREAST,11.17,synergy
MK-2206 dihydrochloride,PD 0325901,KPL1_BREAST,8.81,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,12.78,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,7.39,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,8.78,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,8.1,synergy
SCHEMBL14184849,5-fluorouracil,KPL1_BREAST,-6.27,antagonism
SCHEMBL14184849,veliparib,KPL1_BREAST,10.26,synergy
SCHEMBL14184849,veliparib,KPL1_BREAST,9.2,synergy
SCHEMBL14184849,MK-1775,KPL1_BREAST,14.27,synergy
SCHEMBL14184849,MK-1775,KPL1_BREAST,5.69,synergy
SCHEMBL14184849,MK-1775,KPL1_BREAST,10.67,synergy
SCHEMBL14184849,NVP-BEZ235,KPL1_BREAST,7.76,synergy
SCHEMBL14184849,NVP-BEZ235,KPL1_BREAST,7.21,synergy
SCHEMBL14184849,NVP-BEZ235,KPL1_BREAST,6.63,synergy
SCHEMBL14184849,MK-2206 dihydrochloride,KPL1_BREAST,9.2,synergy
SCHEMBL14184849,MK-2206 dihydrochloride,KPL1_BREAST,10.19,synergy
SCHEMBL14184849,MK-2206 dihydrochloride,KPL1_BREAST,11.53,synergy
SCHEMBL14184849,MK-2206 dihydrochloride,KPL1_BREAST,6.97,synergy
SCHEMBL14184849,niraparib,KPL1_BREAST,6.97,synergy
SCHEMBL14184849,MK-5108,KPL1_BREAST,-7.78,antagonism
SCHEMBL14184849,ridaforolimus,KPL1_BREAST,8.17,synergy
SCHEMBL14184849,ridaforolimus,KPL1_BREAST,18.87,synergy
SCHEMBL14184849,Y0217,KPL1_BREAST,5.39,synergy
SCHEMBL14184849,PD 0325901,KPL1_BREAST,10.82,synergy
SCHEMBL14184849,PD 0325901,KPL1_BREAST,6.17,synergy
SCHEMBL14184849,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,6.38,synergy
niraparib,veliparib,KPL1_BREAST,-9.46,antagonism
niraparib,veliparib,KPL1_BREAST,-10.24,antagonism
niraparib,veliparib,KPL1_BREAST,-11.8,antagonism
niraparib,MK-2206 dihydrochloride,KPL1_BREAST,5.19,synergy
niraparib,ridaforolimus,KPL1_BREAST,-6.05,antagonism
niraparib,ridaforolimus,KPL1_BREAST,8.66,synergy
niraparib,Y0217,KPL1_BREAST,-9.46,antagonism
niraparib,Y0217,KPL1_BREAST,-12.64,antagonism
niraparib,Y0217,KPL1_BREAST,-11.06,antagonism
niraparib,Y0217,KPL1_BREAST,-8.17,antagonism
niraparib,PD 0325901,KPL1_BREAST,-8.22,antagonism
niraparib,PD 0325901,KPL1_BREAST,-7.02,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-9.86,antagonism
MK-5108,veliparib,KPL1_BREAST,-6.89,antagonism
MK-5108,veliparib,KPL1_BREAST,-10.45,antagonism
MK-5108,veliparib,KPL1_BREAST,-7.59,antagonism
MK-5108,veliparib,KPL1_BREAST,-6.65,antagonism
MK-5108,niraparib,KPL1_BREAST,-14.1,antagonism
MK-5108,niraparib,KPL1_BREAST,-16.83,antagonism
MK-5108,niraparib,KPL1_BREAST,-12.65,antagonism
MK-5108,niraparib,KPL1_BREAST,-16.07,antagonism
MK-5108,Y0217,KPL1_BREAST,-14.95,antagonism
MK-5108,Y0217,KPL1_BREAST,-15.78,antagonism
MK-5108,Y0217,KPL1_BREAST,-15.38,antagonism
MK-5108,Y0217,KPL1_BREAST,-17.19,antagonism
MK-5108,PD 0325901,KPL1_BREAST,-5.69,antagonism
MK-5108,PD 0325901,KPL1_BREAST,-8.49,antagonism
MK-5108,PD 0325901,KPL1_BREAST,-6,antagonism
MK-5108,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-11.39,antagonism
MK-5108,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-7.03,antagonism
MK-5108,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-8.3,antagonism
MK-5108,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-14.06,antagonism
ridaforolimus,NVP-BEZ235,KPL1_BREAST,12.07,synergy
ridaforolimus,NVP-BEZ235,KPL1_BREAST,10.88,synergy
ridaforolimus,NVP-BEZ235,KPL1_BREAST,12.32,synergy
ridaforolimus,NVP-BEZ235,KPL1_BREAST,10.45,synergy
ridaforolimus,Y0217,KPL1_BREAST,-7.05,antagonism
ridaforolimus,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,9.44,synergy
ridaforolimus,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,6.55,synergy
CHEMBL196215,5-fluorouracil,KPL1_BREAST,-7.99,antagonism
CHEMBL196215,5-fluorouracil,KPL1_BREAST,-9.1,antagonism
CHEMBL196215,5-fluorouracil,KPL1_BREAST,-8.91,antagonism
CHEMBL196215,5-fluorouracil,KPL1_BREAST,-5.82,antagonism
CHEMBL196215,veliparib,KPL1_BREAST,10.49,synergy
CHEMBL196215,MK-1775,KPL1_BREAST,-5.34,antagonism
CHEMBL196215,L-778123,KPL1_BREAST,-7.6,antagonism
CHEMBL196215,L-778123,KPL1_BREAST,-9.51,antagonism
CHEMBL196215,L-778123,KPL1_BREAST,-7.39,antagonism
CHEMBL196215,L-778123,KPL1_BREAST,-7.51,antagonism
CHEMBL196215,MK-2206 dihydrochloride,KPL1_BREAST,-10.22,antagonism
CHEMBL196215,MK-2206 dihydrochloride,KPL1_BREAST,-5.44,antagonism
CHEMBL196215,MK-5108,KPL1_BREAST,-6.04,antagonism
CHEMBL196215,MK-5108,KPL1_BREAST,-9.94,antagonism
CHEMBL196215,ridaforolimus,KPL1_BREAST,-6.41,antagonism
CHEMBL196215,ridaforolimus,KPL1_BREAST,8.55,synergy
CHEMBL196215,Y0217,KPL1_BREAST,-8.89,antagonism
CHEMBL196215,Y0217,KPL1_BREAST,-9.28,antagonism
CHEMBL196215,PD 0325901,KPL1_BREAST,7.27,synergy
CHEMBL196215,PD 0325901,KPL1_BREAST,8.21,synergy
PD 0325901,NVP-BEZ235,KPL1_BREAST,7.14,synergy
PD 0325901,NVP-BEZ235,KPL1_BREAST,12.44,synergy
PD 0325901,NVP-BEZ235,KPL1_BREAST,13.11,synergy
PD 0325901,ridaforolimus,KPL1_BREAST,12.18,synergy
PD 0325901,ridaforolimus,KPL1_BREAST,7.12,synergy
PD 0325901,Y0217,KPL1_BREAST,-10.19,antagonism
PD 0325901,Y0217,KPL1_BREAST,-8.8,antagonism
PD 0325901,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-5.03,antagonism
PD 0325901,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-5.79,antagonism
PD 0325901,7-ethyl-10-hydroxycamptothecin,KPL1_BREAST,-7.29,antagonism
7-ethyl-10-hydroxycamptothecin,Y0217,KPL1_BREAST,-14.76,antagonism
7-ethyl-10-hydroxycamptothecin,Y0217,KPL1_BREAST,-8.43,antagonism
7-ethyl-10-hydroxycamptothecin,Y0217,KPL1_BREAST,-10.38,antagonism
7-ethyl-10-hydroxycamptothecin,Y0217,KPL1_BREAST,-7.21,antagonism
5-fluorouracil,MK-1775,LNCAPCLONEFGC_PROSTATE,-11.43,antagonism
5-fluorouracil,MK-1775,LNCAPCLONEFGC_PROSTATE,5.73,synergy
5-fluorouracil,MK-1775,LNCAPCLONEFGC_PROSTATE,7.28,synergy
5-fluorouracil,L-778123,LNCAPCLONEFGC_PROSTATE,-7.56,antagonism
5-fluorouracil,MK-2206 dihydrochloride,LNCAPCLONEFGC_PROSTATE,-5.18,antagonism
5-fluorouracil,niraparib,LNCAPCLONEFGC_PROSTATE,-8.73,antagonism
5-fluorouracil,niraparib,LNCAPCLONEFGC_PROSTATE,-12.79,antagonism
5-fluorouracil,niraparib,LNCAPCLONEFGC_PROSTATE,-8.65,antagonism
5-fluorouracil,niraparib,LNCAPCLONEFGC_PROSTATE,-15.83,antagonism
5-fluorouracil,MK-5108,LNCAPCLONEFGC_PROSTATE,-9.42,antagonism
5-fluorouracil,MK-5108,LNCAPCLONEFGC_PROSTATE,-10.02,antagonism
5-fluorouracil,MK-5108,LNCAPCLONEFGC_PROSTATE,-7.2,antagonism
5-fluorouracil,MK-5108,LNCAPCLONEFGC_PROSTATE,-6.86,antagonism
5-fluorouracil,Y0217,LNCAPCLONEFGC_PROSTATE,-9.58,antagonism
5-fluorouracil,Y0217,LNCAPCLONEFGC_PROSTATE,-6.06,antagonism
5-fluorouracil,PD 0325901,LNCAPCLONEFGC_PROSTATE,-9.05,antagonism
5-fluorouracil,PD 0325901,LNCAPCLONEFGC_PROSTATE,5.03,synergy
veliparib,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,12.15,synergy
veliparib,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,5.47,synergy
veliparib,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,12,synergy
veliparib,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,10.66,synergy
veliparib,ridaforolimus,LNCAPCLONEFGC_PROSTATE,-7.62,antagonism
veliparib,Y0217,LNCAPCLONEFGC_PROSTATE,-12.79,antagonism
veliparib,Y0217,LNCAPCLONEFGC_PROSTATE,-14.23,antagonism
veliparib,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,5.3,synergy
veliparib,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,8.48,synergy
MK-1775,veliparib,LNCAPCLONEFGC_PROSTATE,-8.85,antagonism
MK-1775,veliparib,LNCAPCLONEFGC_PROSTATE,-11.61,antagonism
MK-1775,veliparib,LNCAPCLONEFGC_PROSTATE,-9.86,antagonism
MK-1775,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,8.1,synergy
MK-1775,niraparib,LNCAPCLONEFGC_PROSTATE,6.26,synergy
MK-1775,niraparib,LNCAPCLONEFGC_PROSTATE,-6.41,antagonism
MK-1775,PD 0325901,LNCAPCLONEFGC_PROSTATE,-8.51,antagonism
MK-1775,PD 0325901,LNCAPCLONEFGC_PROSTATE,-9.02,antagonism
MK-1775,PD 0325901,LNCAPCLONEFGC_PROSTATE,-8.83,antagonism
MK-1775,PD 0325901,LNCAPCLONEFGC_PROSTATE,-6.61,antagonism
MK-1775,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,-6.96,antagonism
NVP-BEZ235,Y0217,LNCAPCLONEFGC_PROSTATE,-25.05,antagonism
NVP-BEZ235,Y0217,LNCAPCLONEFGC_PROSTATE,-22.69,antagonism
NVP-BEZ235,Y0217,LNCAPCLONEFGC_PROSTATE,-25.71,antagonism
NVP-BEZ235,Y0217,LNCAPCLONEFGC_PROSTATE,-21.54,antagonism
NVP-BEZ235,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,5.59,synergy
NVP-BEZ235,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,7.83,synergy
L-778123,MK-1775,LNCAPCLONEFGC_PROSTATE,-5.87,antagonism
L-778123,MK-1775,LNCAPCLONEFGC_PROSTATE,-15.18,antagonism
L-778123,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,7.67,synergy
L-778123,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,9.14,synergy
L-778123,niraparib,LNCAPCLONEFGC_PROSTATE,-22.97,antagonism
L-778123,niraparib,LNCAPCLONEFGC_PROSTATE,-22.06,antagonism
L-778123,niraparib,LNCAPCLONEFGC_PROSTATE,-18.41,antagonism
L-778123,MK-5108,LNCAPCLONEFGC_PROSTATE,-19.46,antagonism
L-778123,MK-5108,LNCAPCLONEFGC_PROSTATE,-22.36,antagonism
L-778123,MK-5108,LNCAPCLONEFGC_PROSTATE,-22.86,antagonism
L-778123,MK-5108,LNCAPCLONEFGC_PROSTATE,-19.52,antagonism
L-778123,ridaforolimus,LNCAPCLONEFGC_PROSTATE,11.34,synergy
L-778123,ridaforolimus,LNCAPCLONEFGC_PROSTATE,10.67,synergy
L-778123,ridaforolimus,LNCAPCLONEFGC_PROSTATE,6.63,synergy
L-778123,Y0217,LNCAPCLONEFGC_PROSTATE,-21.86,antagonism
L-778123,Y0217,LNCAPCLONEFGC_PROSTATE,-18.26,antagonism
L-778123,PD 0325901,LNCAPCLONEFGC_PROSTATE,-6.1,antagonism
L-778123,PD 0325901,LNCAPCLONEFGC_PROSTATE,-5.13,antagonism
L-778123,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,-17.76,antagonism
MK-2206 dihydrochloride,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,7.91,synergy
MK-2206 dihydrochloride,ridaforolimus,LNCAPCLONEFGC_PROSTATE,-7.38,antagonism
MK-2206 dihydrochloride,ridaforolimus,LNCAPCLONEFGC_PROSTATE,-7.6,antagonism
SCHEMBL14184849,5-fluorouracil,LNCAPCLONEFGC_PROSTATE,-10.08,antagonism
SCHEMBL14184849,5-fluorouracil,LNCAPCLONEFGC_PROSTATE,-9.35,antagonism
SCHEMBL14184849,veliparib,LNCAPCLONEFGC_PROSTATE,-6.31,antagonism
SCHEMBL14184849,veliparib,LNCAPCLONEFGC_PROSTATE,7.02,synergy
SCHEMBL14184849,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,5.71,synergy
SCHEMBL14184849,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,8.92,synergy
SCHEMBL14184849,NVP-BEZ235,LNCAPCLONEFGC_PROSTATE,5.05,synergy
SCHEMBL14184849,L-778123,LNCAPCLONEFGC_PROSTATE,-8.97,antagonism
SCHEMBL14184849,L-778123,LNCAPCLONEFGC_PROSTATE,-6.79,antagonism
SCHEMBL14184849,L-778123,LNCAPCLONEFGC_PROSTATE,-16.5,antagonism
SCHEMBL14184849,MK-2206 dihydrochloride,LNCAPCLONEFGC_PROSTATE,-7.22,antagonism
SCHEMBL14184849,MK-2206 dihydrochloride,LNCAPCLONEFGC_PROSTATE,-8.42,antagonism
SCHEMBL14184849,niraparib,LNCAPCLONEFGC_PROSTATE,-8.4,antagonism
SCHEMBL14184849,niraparib,LNCAPCLONEFGC_PROSTATE,-12.33,antagonism
SCHEMBL14184849,MK-5108,LNCAPCLONEFGC_PROSTATE,-17.38,antagonism
SCHEMBL14184849,MK-5108,LNCAPCLONEFGC_PROSTATE,-7.91,antagonism
SCHEMBL14184849,MK-5108,LNCAPCLONEFGC_PROSTATE,-9.01,antagonism
SCHEMBL14184849,MK-5108,LNCAPCLONEFGC_PROSTATE,-14.69,antagonism
SCHEMBL14184849,ridaforolimus,LNCAPCLONEFGC_PROSTATE,-6.29,antagonism
SCHEMBL14184849,Y0217,LNCAPCLONEFGC_PROSTATE,-6.02,antagonism
SCHEMBL14184849,Y0217,LNCAPCLONEFGC_PROSTATE,-8.51,antagonism
SCHEMBL14184849,CHEMBL196215,LNCAPCLONEFGC_PROSTATE,-7.24,antagonism
SCHEMBL14184849,CHEMBL196215,LNCAPCLONEFGC_PROSTATE,-6.4,antagonism
SCHEMBL14184849,CHEMBL196215,LNCAPCLONEFGC_PROSTATE,-6.49,antagonism
SCHEMBL14184849,PD 0325901,LNCAPCLONEFGC_PROSTATE,-7.92,antagonism
SCHEMBL14184849,PD 0325901,LNCAPCLONEFGC_PROSTATE,7.72,synergy
SCHEMBL14184849,PD 0325901,LNCAPCLONEFGC_PROSTATE,10.73,synergy
SCHEMBL14184849,PD 0325901,LNCAPCLONEFGC_PROSTATE,8.54,synergy
SCHEMBL14184849,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,-7.63,antagonism
SCHEMBL14184849,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,-7.45,antagonism
SCHEMBL14184849,7-ethyl-10-hydroxycamptothecin,LNCAPCLONEFGC_PROSTATE,-11.23,antagonism
